Edad,Causa de muerte,Total,Hombres,Mujeres
7 - 27 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",40,25,15
7 - 27 días,"Otras malformaciones congénitas, no clasificadas en otra parte",29,17,12
7 - 27 días,Hemorragia pulmonar originada en el período perinatal,28,15,13
7 - 27 días,Asfixia del nacimiento,27,20,7
7 - 27 días,Otras hemorragias neonatales,27,16,11
7 - 27 días,Otros trastornos perinatales del sistema digestivo,27,19,8
7 - 27 días,"Otros problemas respiratorios del recién nacido, originados en el período perinatal",24,10,14
7 - 27 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",114,68,46
7 - 27 días,Otras causas,267,164,103
28 días a menos de 1 año,Todas las causas,3615,2042,1573
28 días a menos de 1 año,"Neumonía, organismo no especificado",937,528,409
28 días a menos de 1 año,Otras gastroenteritis y colitis de origen infeccioso y no especificado,281,156,125
28 días a menos de 1 año,Otras sepsis,219,136,83
28 días a menos de 1 año,Otras malformaciones congénitas del corazón,191,97,94
28 días a menos de 1 año,"Neumonía bacteriana, no clasificada en otra parte",78,46,32
28 días a menos de 1 año,Coagulación intravascular diseminada [síndrome de desfibrinación],76,43,33
28 días a menos de 1 año,Otros trastornos respiratorios,56,27,29
28 días a menos de 1 año,Obstrucción no especificada de la respiración,50,29,21
28 días a menos de 1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",49,32,17
28 días a menos de 1 año,Síndrome de dificultad respiratoria del adulto,41,25,16
28 días a menos de 1 año,"Desnutrición proteicocalórica severa, no especificada",40,21,19
28 días a menos de 1 año,"Desnutrición proteicocalórica, no especificada",40,20,20
28 días a menos de 1 año,Hidrocéfalo,38,21,17
28 días a menos de 1 año,Depleción del volumen,36,15,21
28 días a menos de 1 año,Neumotórax,32,17,15
28 días a menos de 1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",495,274,221
28 días a menos de 1 año,Otras causas,956,555,401
1 año,Todas las causas,1232,657,575
1 año,"Neumonía, organismo no especificado",276,137,139
1 año,Otras gastroenteritis y colitis de origen infeccioso y no especificado,223,126,97
1 año,Otras sepsis,48,25,23
1 año,Otras malformaciones congénitas del corazón,32,13,19
1 año,"Neumonía bacteriana, no clasificada en otra parte",28,15,13
1 año,Obstrucción no especificada de la respiración,24,14,10
1 año,"Desnutrición proteicocalórica severa, no especificada",23,12,11
1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",22,11,11
1 año,Depleción del volumen,21,11,10
1 año,Exposición a factores no especificados,18,10,8
1 año,Epilepsia,16,9,7
1 año,"Desnutrición proteicocalórica, no especificada",15,8,7
1 año,Ahogamiento y sumersión no especificados,15,13,2
1 año,Asma,12,4,8
1 año,Ileo paralítico y obstrucción intestinal sin hernia,11,5,6
1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",151,85,66
1 año,Otras causas,297,159,138
2 años,Todas las causas,460,239,221
2 años,"Neumonía, organismo no especificado",96,45,51
2 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,68,37,31
2 años,Exposición a factores no especificados,18,8,10
2 años,Otras sepsis,13,7,6
2 años,Obstrucción no especificada de la respiración,12,6,6
2 años,Ahogamiento y sumersión no especificados,11,8,3
2 años,"Exposición a humos, fuegos o llamas no especificados",11,4,7
2 años,Otros síndromes paralíticos,8,6,2
2 años,Otras malformaciones congénitas del corazón,8,3,5
2 años,Hidrocéfalo,7,7,0
2 años,Coagulación intravascular diseminada [síndrome de desfibrinación],6,4,2
2 años,"Desnutrición proteicocalórica severa, no especificada",6,3,3
2 años,Epilepsia,6,3,3
2 años,"Neumonía bacteriana, no clasificada en otra parte",6,2,4
2 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",6,3,3
2 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",55,23,32
2 años,Otras causas,123,70,53
3 años,Todas las causas,264,146,118
3 años,"Neumonía, organismo no especificado",46,24,22
3 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,29,15,14
3 años,Exposición a factores no especificados,14,7,7
3 años,Ahogamiento y sumersión no especificados,9,5,4
3 años,"Exposición a humos, fuegos o llamas no especificados",8,7,1
3 años,Otras sepsis,6,4,2
3 años,Depleción del volumen,6,4,2
3 años,Otras malformaciones congénitas del corazón,6,3,3
3 años,"Desnutrición proteicocalórica severa, no especificada",5,3,2
3 años,Leucemia linfoide,4,3,1
3 años,Coagulación intravascular diseminada [síndrome de desfibrinación],4,3,1
3 años,Parálisis cerebral,4,3,1
3 años,Ileo paralítico y obstrucción intestinal sin hernia,4,4,0
3 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",4,1,3
3 años,Obstrucción no especificada de la respiración,4,2,2
3 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",26,13,13
3 años,Otras causas,85,45,40
4 años,Todas las causas,202,109,93
4 años,"Neumonía, organismo no especificado",29,16,13
4 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,12,5,7
4 años,"Exposición a humos, fuegos o llamas no especificados",12,6,6
4 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",9,5,4
4 años,Exposición a factores no especificados,8,4,4
4 años,Otras sepsis,7,4,3
4 años,Hidrocéfalo,5,3,2
4 años,Fiebre del dengue hemorrágico,4,0,4
4 años,Leucemia linfoide,3,1,2
4 años,Fibrosis quística,3,1,2
4 años,Otros trastornos del encéfalo,3,0,3
4 años,"Neumonía bacteriana, no clasificada en otra parte",3,3,0
4 años,Neumonitis debida a sólidos y líquidos,3,1,2
4 años,Otros trastornos respiratorios,3,2,1
4 años,Tumor maligno del ojo y sus anexos,2,0,2
4 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",27,19,8
4 años,Otras causas,69,39,30
5 - 9 años,Todas las causas,711,379,332
5 - 9 años,"Neumonía, organismo no especificado",80,44,36
5 - 9 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,66,32,34
5 - 9 años,Exposición a factores no especificados,48,36,12
5 - 9 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",30,19,11
5 - 9 años,Leucemia linfoide,22,13,9
5 - 9 años,Otras sepsis,19,7,12
5 - 9 años,"Exposición a humos, fuegos o llamas no especificados",19,9,10
5 - 9 años,Otros trastornos del encéfalo,16,10,6
5 - 9 años,Parálisis cerebral,13,9,4
5 - 9 años,Obstrucción no especificada de la respiración,13,7,6
5 - 9 años,Tumor maligno del encéfalo,12,4,8
5 - 9 años,Ahogamiento y sumersión no especificados,11,9,2
5 - 9 años,Coagulación intravascular diseminada [síndrome de desfibrinación],9,5,4
5 - 9 años,Hidrocéfalo,9,3,6
5 - 9 años,Otros trastornos respiratorios,8,4,4
5 - 9 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",63,36,27
5 - 9 años,Otras causas,273,132,141
10 - 14 años,Todas las causas,769,411,358
10 - 14 años,"Neumonía, organismo no especificado",58,40,18
10 - 14 años,Exposición a factores no especificados,52,31,21
10 - 14 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",39,28,11
10 - 14 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",31,19,12
10 - 14 años,Leucemia linfoide,26,13,13
10 - 14 años,Otros estrangulamientos y ahorcamientos accidentales,23,11,12
10 - 14 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,22,10,12
10 - 14 años,"Exposición a humos, fuegos o llamas no especificados",21,5,16
10 - 14 años,Ahogamiento y sumersión no especificados,19,13,6
10 - 14 años,Epilepsia,18,11,7
10 - 14 años,Enfermedad renal crónica,16,8,8
10 - 14 años,"Disparo de otras armas de fuego, y las no especificadas",15,10,5
10 - 14 años,Otros trastornos del encéfalo,12,6,6
10 - 14 años,Complicaciones y descripciones mal definidas de enfermedad cardíaca,12,7,5
10 - 14 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",11,7,4
10 - 14 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",89,37,52
10 - 14 años,Otras causas,305,155,150
15 - 19 años,Todas las causas,2094,1457,637
15 - 19 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",432,370,62
15 - 19 años,Exposición a factores no especificados,173,149,24
15 - 19 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",144,119,25
15 - 19 años,"Disparo de otras armas de fuego, y las no especificadas",114,99,15
15 - 19 años,"Neumonía, organismo no especificado",65,39,26
15 - 19 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",53,35,18
15 - 19 años,Otros estrangulamientos y ahorcamientos accidentales,48,34,14
15 - 19 años,Ahogamiento y sumersión no especificados,40,33,7
15 - 19 años,Enfermedad renal crónica,37,20,17
15 - 19 años,"Agresión por ahorcamiento, estrangulamiento y sofocación",35,17,18
15 - 19 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,34,24,10
15 - 19 años,Leucemia linfoide,31,19,12
15 - 19 años,"Exposición a humos, fuegos o llamas no especificados",30,18,12
15 - 19 años,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas",30,14,16
15 - 19 años,Infarto agudo del miocardio,27,18,9
15 - 19 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",139,80,59
15 - 19 años,Otras causas,662,369,293
20 - 24 años,Todas las causas,2811,2102,709
20 - 24 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",502,452,50
20 - 24 años,Exposición a factores no especificados,308,283,25
20 - 24 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",262,233,29
20 - 24 años,"Disparo de otras armas de fuego, y las no especificadas",166,147,19
20 - 24 años,"Neumonía, organismo no especificado",63,39,24
20 - 24 años,Enfermedad renal crónica,54,31,23
20 - 24 años,Otros estrangulamientos y ahorcamientos accidentales,49,40,9
20 - 24 años,Agresión por medios no especificados,45,39,6
20 - 24 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",44,37,7
20 - 24 años,Agresión con objeto cortante,44,35,9
20 - 24 años,Infarto agudo del miocardio,43,24,19
20 - 24 años,Ahogamiento y sumersión no especificados,39,37,2
20 - 24 años,"Envenenamiento accidental por, y exposición al alcohol",35,34,1
20 - 24 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,30,16,14
20 - 24 años,"Exposición a humos, fuegos o llamas no especificados",27,12,15
20 - 24 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",184,110,74
20 - 24 años,Otras causas,916,533,383
25 - 29 años,Todas las causas,2650,1990,660
25 - 29 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",417,384,33
25 - 29 años,Exposición a factores no especificados,311,273,38
25 - 29 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",238,217,21
25 - 29 años,"Disparo de otras armas de fuego, y las no especificadas",110,103,7
25 - 29 años,"Neumonía, organismo no especificado",69,42,27
25 - 29 años,Infarto agudo del miocardio,56,44,12
25 - 29 años,"Envenenamiento accidental por, y exposición al alcohol",51,47,4
25 - 29 años,Fibrosis y cirrosis del hígado,46,39,7
25 - 29 años,Otros estrangulamientos y ahorcamientos accidentales,38,34,4
25 - 29 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,34,12,22
25 - 29 años,Agresión con objeto cortante,34,30,4
25 - 29 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",33,30,3
25 - 29 años,Agresión por medios no especificados,29,24,5
25 - 29 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,27,24,3
25 - 29 años,Ahogamiento y sumersión no especificados,27,26,1
25 - 29 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",182,124,58
25 - 29 años,Otras causas,948,537,411
30 - 34 años,Todas las causas,2548,1800,748
30 - 34 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",311,268,43
30 - 34 años,Exposición a factores no especificados,213,193,20
30 - 34 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",175,156,19
30 - 34 años,Fibrosis y cirrosis del hígado,98,82,16
30 - 34 años,"Disparo de otras armas de fuego, y las no especificadas",97,87,10
30 - 34 años,"Neumonía, organismo no especificado",80,52,28
30 - 34 años,"Envenenamiento accidental por, y exposición al alcohol",66,59,7
30 - 34 años,"Diabetes mellitus, no especificada",63,32,31
30 - 34 años,Infarto agudo del miocardio,57,37,20
30 - 34 años,Enfermedad alcohólica del hígado,57,52,5
30 - 34 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,37,35,2
30 - 34 años,Enfermedad renal crónica,36,21,15
30 - 34 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",35,25,10
30 - 34 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",28,8,20
30 - 34 años,Ahogamiento y sumersión no especificados,28,26,2
30 - 34 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",220,138,82
30 - 34 años,Otras causas,947,529,418
35 - 39 años,Todas las causas,3016,2030,986
35 - 39 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",295,257,38
35 - 39 años,Exposición a factores no especificados,219,191,28
35 - 39 años,Fibrosis y cirrosis del hígado,151,131,20
35 - 39 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",132,109,23
35 - 39 años,"Envenenamiento accidental por, y exposición al alcohol",110,100,10
35 - 39 años,"Diabetes mellitus, no especificada",106,62,44
35 - 39 años,"Neumonía, organismo no especificado",93,51,42
35 - 39 años,Enfermedad alcohólica del hígado,93,84,9
35 - 39 años,Infarto agudo del miocardio,87,51,36
35 - 39 años,"Disparo de otras armas de fuego, y las no especificadas",79,73,6
35 - 39 años,Enfermedad renal crónica,50,26,24
35 - 39 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,49,44,5
35 - 39 años,Tumor maligno del estómago,39,19,20
35 - 39 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,35,24,11
35 - 39 años,Tumor maligno del cuello del útero,34,0,34
35 - 39 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",231,143,88
35 - 39 años,Otras causas,1213,665,548
40 - 44 años,Todas las causas,3144,1977,1167
40 - 44 años,Fibrosis y cirrosis del hígado,209,161,48
40 - 44 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",205,176,29
40 - 44 años,Exposición a factores no especificados,186,158,28
40 - 44 años,"Diabetes mellitus, no especificada",153,61,92
40 - 44 años,Infarto agudo del miocardio,127,78,49
40 - 44 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",115,94,21
40 - 44 años,"Neumonía, organismo no especificado",108,60,48
40 - 44 años,"Envenenamiento accidental por, y exposición al alcohol",92,82,10
40 - 44 años,Enfermedad renal crónica,80,45,35
40 - 44 años,Enfermedad alcohólica del hígado,67,61,6
40 - 44 años,Diabetes mellitus no insulinodependiente,62,30,32
40 - 44 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,57,47,10
40 - 44 años,Tumor maligno del estómago,50,13,37
40 - 44 años,Otras enfermedades del sistema digestivo,47,30,17
40 - 44 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,43,25,18
40 - 44 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",307,198,109
40 - 44 años,Otras causas,1236,658,578
45 - 49 años,Todas las causas,3320,1982,1338
45 - 49 años,"Diabetes mellitus, no especificada",262,115,147
45 - 49 años,Fibrosis y cirrosis del hígado,232,174,58
45 - 49 años,Infarto agudo del miocardio,160,103,57
45 - 49 años,Exposición a factores no especificados,152,136,16
45 - 49 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",127,109,18
45 - 49 años,Diabetes mellitus no insulinodependiente,114,51,63
45 - 49 años,"Neumonía, organismo no especificado",113,58,55
45 - 49 años,Enfermedad alcohólica del hígado,104,88,16
45 - 49 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",89,70,19
45 - 49 años,"Envenenamiento accidental por, y exposición al alcohol",76,70,6
45 - 49 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,71,67,4
45 - 49 años,Enfermedad renal crónica,71,38,33
45 - 49 años,Tumor maligno del estómago,66,25,41
45 - 49 años,Insuficiencia renal no especificada,53,29,24
45 - 49 años,Tumor maligno de la mama,51,0,51
45 - 49 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",309,178,131
45 - 49 años,Otras causas,1270,671,599
50 - 54 años,Todas las causas,3870,2175,1695
50 - 54 años,"Diabetes mellitus, no especificada",355,145,210
50 - 54 años,Fibrosis y cirrosis del hígado,247,181,66
50 - 54 años,Infarto agudo del miocardio,212,128,84
50 - 54 años,"Neumonía, organismo no especificado",165,95,70
50 - 54 años,Diabetes mellitus no insulinodependiente,155,54,101
50 - 54 años,Exposición a factores no especificados,146,126,20
50 - 54 años,Enfermedad renal crónica,129,59,70
50 - 54 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",92,71,21
50 - 54 años,Tumor maligno del estómago,78,42,36
50 - 54 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,78,33,45
50 - 54 años,Enfermedad alcohólica del hígado,76,61,15
50 - 54 años,"Envenenamiento accidental por, y exposición al alcohol",76,71,5
50 - 54 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",69,55,14
50 - 54 años,Insuficiencia renal no especificada,60,39,21
50 - 54 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",52,29,23
50 - 54 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",358,189,169
50 - 54 años,Otras causas,1522,797,725
55 - 59 años ,Todas las causas,4719,2481,2238
55 - 59 años ,"Diabetes mellitus, no especificada",547,219,328
55 - 59 años ,Fibrosis y cirrosis del hígado,343,213,130
55 - 59 años ,Infarto agudo del miocardio,287,164,123
55 - 59 años ,Diabetes mellitus no insulinodependiente,197,72,125
55 - 59 años ,"Neumonía, organismo no especificado",188,100,88
55 - 59 años ,Enfermedad renal crónica,156,64,92
55 - 59 años ,Tumor maligno del hígado y de las vías biliares intrahepáticas,127,56,71
55 - 59 años ,Exposición a factores no especificados,116,94,22
55 - 59 años ,Tumor maligno del estómago,96,46,50
55 - 59 años ,Insuficiencia renal no especificada,81,56,25
55 - 59 años ,"Agresión con disparo de otras armas de fuego, y las no especificadas",75,60,15
55 - 59 años ,Otras gastroenteritis y colitis de origen infeccioso y no especificado,74,34,40
55 - 59 años ,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",69,53,16
55 - 59 años ,Insuficiencia cardíaca,68,30,38
55 - 59 años ,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",68,35,33
55 - 59 años ,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",503,280,223
55 - 59 años ,Otras causas,1724,905,819
60 - 64 años,Todas las causas,5535,2786,2749
60 - 64 años,"Diabetes mellitus, no especificada",672,256,416
60 - 64 años,Infarto agudo del miocardio,371,214,157
60 - 64 años,Fibrosis y cirrosis del hígado,328,179,149
60 - 64 años,"Neumonía, organismo no especificado",274,124,150
60 - 64 años,Diabetes mellitus no insulinodependiente,209,93,116
60 - 64 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,180,71,109
60 - 64 años,Enfermedad renal crónica,170,74,96
60 - 64 años,Tumor maligno del estómago,139,77,62
60 - 64 años,Exposición a factores no especificados,132,105,27
60 - 64 años,Insuficiencia renal no especificada,113,55,58
60 - 64 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",108,53,55
60 - 64 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,87,40,47
60 - 64 años,Otras enfermedades del sistema digestivo,74,37,37
60 - 64 años,Insuficiencia cardíaca,69,26,43
60 - 64 años,Enfermedad alcohólica del hígado,59,53,6
60 - 64 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",553,287,266
60 - 64 años,Otras causas,1997,1042,955
65 - 69 años,Todas las causas,6236,3179,3057
65 - 69 años,"Diabetes mellitus, no especificada",649,261,388
65 - 69 años,Infarto agudo del miocardio,468,269,199
65 - 69 años,"Neumonía, organismo no especificado",343,173,170
65 - 69 años,Fibrosis y cirrosis del hígado,317,165,152
65 - 69 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,243,124,119
65 - 69 años,Diabetes mellitus no insulinodependiente,225,96,129
65 - 69 años,Enfermedad renal crónica,196,99,97
65 - 69 años,Tumor maligno del estómago,149,64,85
65 - 69 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",143,73,70
65 - 69 años,Insuficiencia renal no especificada,134,65,69
65 - 69 años,Insuficiencia cardíaca,125,64,61
65 - 69 años,Exposición a factores no especificados,110,88,22
65 - 69 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,105,57,48
65 - 69 años,Otras enfermedades cerebrovasculares,74,36,38
65 - 69 años,Hipertensión esencial (primaria),70,29,41
65 - 69 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",752,373,379
65 - 69 años,Otras causas,2133,1143,990
70 - 74 años,Todas las causas,6445,3236,3209
70 - 74 años,"Diabetes mellitus, no especificada",605,204,401
70 - 74 años,Infarto agudo del miocardio,580,332,248
70 - 74 años,"Neumonía, organismo no especificado",428,212,216
70 - 74 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,249,128,121
70 - 74 años,Fibrosis y cirrosis del hígado,237,129,108
70 - 74 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",201,99,102
70 - 74 años,Diabetes mellitus no insulinodependiente,191,69,122
70 - 74 años,Enfermedad renal crónica,158,85,73
70 - 74 años,Tumor maligno del estómago,146,71,75
70 - 74 años,Insuficiencia cardíaca,125,59,66
70 - 74 años,Insuficiencia renal no especificada,115,52,63
70 - 74 años,Exposición a factores no especificados,111,67,44
70 - 74 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,104,56,48
70 - 74 años,Otras enfermedades pulmonares obstructivas crónicas,104,48,56
70 - 74 años,Otras enfermedades cerebrovasculares,79,38,41
70 - 74 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",849,456,393
70 - 74 años,Otras causas,2163,1131,1032
75 - 79 años,Todas las causas,6387,3188,3199
75 - 79 años,Infarto agudo del miocardio,633,325,308
75 - 79 años,"Neumonía, organismo no especificado",536,292,244
75 - 79 años,"Diabetes mellitus, no especificada",461,165,296
75 - 79 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",212,110,102
75 - 79 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,199,99,100
75 - 79 años,Diabetes mellitus no insulinodependiente,170,62,108
75 - 79 años,Insuficiencia cardíaca,159,80,79
75 - 79 años,Fibrosis y cirrosis del hígado,153,76,77
75 - 79 años,Tumor maligno del estómago,149,69,80
75 - 79 años,Enfermedad renal crónica,132,75,57
75 - 79 años,Otras enfermedades pulmonares obstructivas crónicas,112,58,54
75 - 79 años,Insuficiencia renal no especificada,107,49,58
75 - 79 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,106,46,60
